id,Column,gender,postcode,longitude,latitude,leeftijd,age,gezondh,verwink,inkbron,opleiding,education,huishouden,family,geslacht,suggestion,remarks,created_at,theme_completed,finished_at,VR1_1,VR1_2,VR1_3,VR1_4,VR1_5,VR1_6,VR1_7,VR1_O,VR3_1,VR3_2,VR3_3,VR3_4,VR3_5,VR3_6,VR3_7,VR3_O,VR4,VR4_O,VR5_1,VR5_2,VR5_3,VR5_4,VR5_5,VR5_6,VR5_7,VR5_O,VR6_1,VR6_2,VR6_3,VR6_4,VR6_5,VR6_6,VR6_7,VR6_O,VR7,VR7_O,VR8,VR8_O,VR9,VR9_O,VR10,VR10_O,VR13_1,VR13_2,VR13_3,VR13_4,VR13_5,VR13_6,VR13_7,VR13_O,VR11,VR11_O,VR12,VR12_O,VR48_1,VR48_2,VR48_3,VR48_4,VR48_5,VR48_6,VR48_7,VR48_O,VR14_1,VR14_2,VR14_3,VR14_4,VR14_5,VR14_6,VR14_7,VR14_O,VR15_1,VR15_2,VR15_3,VR15_4,VR15_5,VR15_6,VR15_7,VR15_O,VR16,VR16_O,VR17,VR17_O,VR18_1,VR18_2,VR18_3,VR18_4,VR18_5,VR18_6,VR18_7,VR18_O,VR19,VR19_O,VR20,VR20_O,VR21_1,VR21_2,VR21_3,VR21_4,VR21_5,VR21_6,VR21_7,VR21_O,VR22_1,VR22_2,VR22_3,VR22_4,VR22_5,VR22_6,VR22_7,VR22_O,VR23,VR23_O,VR24,VR24_O,VR25_1,VR25_2,VR25_3,VR25_4,VR25_5,VR25_6,VR25_8,VR25_O,VR26,VR26_O,VR27,VR27_O,VR28,VR28_O,VR29,VR29_O,VR30,VR30_O,VR32,VR32_O,VR31_1,VR31_2,VR31_3,VR31_4,VR31_5,VR31_6,VR31_7,VR31_O,VR33,VR33_O,VR34_1,VR34_2,VR34_3,VR34_4,VR34_5,VR34_6,VR34_7,VR34_O,VR35,VR35_O,VR36,VR36_O,VR37,VR37_O,VR38,VR38_O,VR39,VR39_O,VR40,VR40_O,VR41_1,VR41_2,VR41_3,VR41_4,VR41_5,VR41_6,VR41_7,VR41_O,VR42,VR42_O,VR43_1,VR43_2,VR43_3,VR43_4,VR43_5,VR43_6,VR43_7,VR43_O,VR44_1,VR44_2,VR44_3,VR44_4,VR44_5,VR44_6,VR44_7,VR44_O,VR45_1,VR45_2,VR45_3,VR45_4,VR45_5,VR45_6,VR45_7,VR45_O,VR46_1,VR46_3,VR46_4,VR46_5,VR46_6,VR46_7,VR46_8,VR46_O,VR47,VR47_O,VR2,VR2_O,VR49,VR49_O,VR50,VR50_O,VR51_1,VR51_2,VR51_3,VR51_4,VR51_5,VR51_6,VR51_7,VR51_O,VR52_1,VR52_2,VR52_3,VR52_4,VR52_5,VR52_O,VR53_1,VR53_2,VR53_3,VR53_4,VR53_5,VR53_6,VR53_7,VR53_O,VR54_1,VR54_2,VR54_3,VR54_4,VR54_5,VR54_6,VR54_7,VR54_O,VR55_1,VR55_2,VR55_3,VR55_4,VR55_5,VR55_6,VR55_7,VR55_O,VR56_1,VR56_2,VR56_3,VR56_4,VR56_5,VR56_6,VR56_7,VR56_O,VR57,VR57_O,VR58,VR58_O,VR59,VR59_O,VR60,VR60_O,VR61_1,VR61_2,VR61_3,VR61_4,VR61_5,VR61_6,VR61_7,VR61_O,VR62_1,VR62_2,VR62_3,VR62_4,VR62_5,VR62_6,VR62_7,VR62_O,VR63,VR63_O,VR64,VR64_O,VR65_1,VR65_2,VR65_3,VR65_4,VR65_5,VR65_6,VR65_7,VR65_O,VR66,VR66_O,VR68,VR68_O,VR69_1,VR69_2,VR69_3,VR69_4,VR69_5,VR69_6,VR69_7,VR69_O,VR67_1,VR67_2,VR67_3,VR67_4,VR67_5,VR67_6,VR67_7,VR67_O,VR70,VR70_O
1138,1330,1,3022DM,4.451059675,51.92024115,,1971,,,,,4,,4,,#NAME?, ,23/01/2017 21:23,1,23/01/2017 21:40,"Meer cultuur en gezelligheid: bibliotheek, theater, horeca",,,,"Meer buitenruimte: parken, speelpleinen",,, ,,Ik ga bewust naar kleine winkels in de buurt,Ik bestel alles via internet en laat het bezorgen,,,Ik bestel direct bij de producent,, ,6, ,Betaalde professionele verzorging thuis,,,,,Met een groep zorg zelf inkopen en delen,, ,,Duurzaam gebouwde woningen,,Meer variatie aan woningen door zelfbouw en minder regels,Grotere woningen,,, ,5, ,5, ,3, ,1,#NAME?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,1688,1,3024RC,4.450274403,51.90681306,64,1953,3,5, ,5,5,1,1,1,energie en natuur en recreatie en milieu, ,23/01/2017 21:32,1,26/01/2017 22:15,"Meer cultuur en gezelligheid: bibliotheek, theater, horeca",,,,"Meer buitenruimte: parken, speelpleinen",,, ,In grote supermarkten en winkelketens,Ik ga bewust naar kleine winkels in de buurt,,Ik bestel op internet en haal het op bij een ophaalpunt,,,, ,1, ,,,,,Verhuizen naar een verzorgingstehuis,Met een groep zorg zelf inkopen en delen,, ,Woningen bereikbaar voor mensen met een kleine beurs,,,Meer variatie aan woningen door zelfbouw en minder regels,Grotere woningen,,, ,5, ,1, ,2, ,1,"schone buitenruimte, minder afval op straat en hondenpoep dus meer controle",,,,,,,, , , , , ,,,Mijn hobbies,,,,Reizen en de wereld verkennen, ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , , , , , , , , , ,,,,,,,, , , ,,,,,,,, , , , , , , , , , , , , ,"Bewoner van mijn wijk (Crooswijker, Zuid etc.)",Rotterdammer,,,,,, ,5, ,,,Openbare ruimtes zoals parken,,,Thuis,, ,,,,Vrijwilligers: buurtvaders en -moeders,Preventie: jeugdcoaches en voorlichting,,, ,,,,Algemeen nut: vrijwilligerswerk,Zichzelf: lekker genieten,,, ,"Voor toeristen, die brengen geld in het laatje","Voor bedrijven, die zorgen voor werkgelegenheid",,,,,, ,1, ,1, ,3, ,1,"Schoonhouden, meer fietspaden, meer evenementen, rotterdampas voor een ieder, soepele regels horeca",,"Dat moet altijd, om werk van de computer te controleren",,,,,, ,"Nee, absoluut niet",,,,, ,,,,,,Ik vind niet dat de overheid dat mag vragen,, ,Iedereen betaalt mee: verzekering wordt duurder,,,,Ontmoediging: ongezond gedrag belasten,,, ,Mijn familie,"Mijn huisarts, ziekenhuis",,,,Ikzelf,, ,Kinderen vroeg stimuleren om te sporten,,,,,"Meer fietspaden, trappen en minder liften, roltrappen",, ,3, ,2, ,3, ,1, ,,Kleine dingen die je minder vaak nodig hebt zoals gereedschap,,,,(Woon-)ruimte (voor gasten of een feestje),, ,,,,Ik investeer in duurzame energie,Ik ga zelf energie opwekken met bijvoorbeeld zonnecellen,,, ,4, ,3, ,"Minder consumeren, minder nieuw kopen",Mijn spullen langer blijven gebruiken,,,,,, ,1, ,2, ,,,Een (electrische) fiets of scooter,Openbaar vervoer,,,, ,,Fietskilometervergoeding ipv autokilometervergoeding,,Overheid investeert in duurzame energie,,Veel extra groen en veel bomen,, ,1,een goed voorbeeld geven door groene keuzes te maken
1162,1364,1,3022LK,4.44686471,51.918622,,1965,,,,,5,,1,,"Ik kan me voorstellen dat ik me zorgen zou maken als de ambities van de stad - steeds mooier, steeds aantrekkelijker voor toeristen, hoger opgeleiden en (qua wonen) mensen uit de hogere sociale lagen - als gevolg zouden hebben dat er voor mensen met minder geld of met minder talenten op grond van het zelfredzaamheid-beginsel in de stad steeds minder plaats is.","De gemeente Rotterdam is misschien wel de belangrijkste werkgever in de stad. Dat geeft de kans het goede voorbeeld te geven, door in de medewerkers te investeren en als mensen hun functie naar behoren uitvoeren ze een vaste aanstelling te geven. Dat zou een mooie aanvulling zijn, want Rotterdam heeft al een voorbeeldfunctie in Nederland als het gaat om hoe met de bijstand wordt omgegaan. Nu ook nog als werkgever.",23/01/2017 21:47,1, ,"Meer cultuur en gezelligheid: bibliotheek, theater, horeca",,Meer mogelijkheden om te werken,,,,, ,In grote supermarkten en winkelketens,,Ik bestel alles via internet en laat het bezorgen,,,Ik bestel direct bij de producent,, ,8,Rotterdam moet altijd zorgen dat er voldoende betaalbare woningen beschikbaar zijn.,,,,Met robots en zorg op afstand thuis,,Met een groep zorg zelf inkopen en delen,, ,Woningen bereikbaar voor mensen met een kleine beurs,Duurzaam gebouwde woningen,Flexibele woningen die je beter kan aanpassen,,,,, ,5, ,4, ,3, ,1,Groter en breder aanbod aan werkelijk interessante subsidiemogelijkheden om het huis duurzamer te maken.,Vanuit huis,,,"Op een flexibele werkplek, die ik deel met anderen",,,, ,1, ,4, ,Vrijwilligerswerk,,Mijn hobbies,,,,, ,"Ik ontvang dan een pensioen, uitkering of basisinkomen van de overheid",,,,,,, ,,,,"Ik verbeter mijn \soft skills\"", bv. sociale vaardigheden""","Learning by doing, ik leer het meest in de praktijk",,, ,2, ,5, ,,,Mijn eigen werkplek,Mijn werktijden,,,, ,2, ,1,Ik wil graag een vaste baan. De gemeente kan het goede voorbeeld geven door meer flexwerkers (uitzendkrachten) een vaste baan aan te bieden.,,,Meer clubs en verenigingen,,,Meer plekken waar ze creatieve talenten kunnen ontwikkelen,, ,"Op een (sport-) club, in een vereniging etc.",,Op school / opvang,,,,, ,5, ,3, ,Meer sport en bewegen,Meer leren en studeren,,,"Meer creatieve activiteiten, zoals muziek, toneel of tekenen",,, ,4, ,7,"Geloof in jezelf, maar geef ook anderen de ruimte om zichzelf te zijn en help daar zo nodig bij.",3, ,3, ,1, ,2, ,,,,,,Kinderen gaan gewoon nog naar school,, ,4, ,Sociale competenties en vaardigheden,,,,Hun passie en zelfontplooiing,,, ,6, ,4, ,4, ,3, ,2, ,1, ,,,Nederlander,,,,, ,4, ,Cafâˆ_Â©'s en restaurants,,,Bij verenigingen of clubs,,,, ,,,,,Preventie: jeugdcoaches en voorlichting,,"Anders, namelijkâ€_Ã„Â¶","De stad moet bestuurd worden door mensen met gezag, die uitstralen dat over problemen in de stad gepraat wordt, in plaats van met het mes op tafel de belangen van jouw groep te verdedigen. Moreel leiderschap dus.",,,Onderwijs: vakkennis overdragen aan leerlingen,Algemeen nut: vrijwilligerswerk,,,, ,"Voor toeristen, die brengen geld in het laatje","Voor bedrijven, die zorgen voor werkgelegenheid",,,,,, ,5,"Zou ik niet willen; de gemeente moet haar verantwoordelijkheid blijven nemen, ook al betekent dit dat de belastingen niet dalen.",7, ,3, ,1,"De zelfredzaamheid is voor mensen een groot goed, maar mag niet gebruikt worden als excuus voor de overheid om zich steeds verder terug te trekken.",,,,"Het kost extra geld, dus zo weinig mogelijk",,"Ja, voornamelijk via een online video-consult.",, ,,Denk het niet,,,, ,,,,,,Ik vind niet dat de overheid dat mag vragen,, ,,De gebruiker betaalt: hogere eigen bijdrage,Preventie: gezond gedrag belonen,,,,, ,Mijn familie,,,,,Ikzelf,Anders namelijk...,Alleen mijn huisarts,Kinderen vroeg stimuleren om te sporten,,Gratis sportclubs voor iedereen,,,,, ,3, ,2, ,3, ,1, ,"Liever niets, ik gebruik mijn eigen spullen",,,,,,, ,Ik gebruik gewoon net zoveel als ik nodig heb,,,,,,, ,2, ,3, ,"Minder consumeren, minder nieuw kopen",Mijn spullen langer blijven gebruiken,,,Alleen nog duurzaam geproduceerde producten kopen,,, ,3, ,1, ,,,,Openbaar vervoer,Zelfsturende taxis,,, ,Verbod op vervuilers als vrachtverkeer en cruiseschepen,,Subsidie voor duurzame energie thuis,Overheid investeert in duurzame energie,,,, ,1,Als (lokale) overheid afdwingen dat de samenleving duurzamer wordt. 
1164,1444,1,3023BG,4.455909885,51.91089618,59,1958, ,6, , , , ,,1, , ,23/01/2017 21:50,1, ,,,,,"Meer buitenruimte: parken, speelpleinen",Meer mobiliteit: openbaar vervoer en fietsenstallingen,, ,In grote supermarkten en winkelketens,Ik ga bewust naar kleine winkels in de buurt,,,,,, ,1, ,Betaalde professionele verzorging thuis,,,,,,, ,,Duurzaam gebouwde woningen,,,,,, ,6, ,4, ,2, ,1,"groene corridors door gehele stad; doorstromend verkeer zonder verkeerslichten; kleinschalig amusement, frisse lucht;",,,,,,,, , , , , ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,Meer parken en speelpleintjes in de buurt,Betere school-en sportgebouwen,,,,,, ,"Op een (sport-) club, in een vereniging etc.",,,Online,,,, ,5, ,3, ,Meer sport en bewegen,,,,"Meer creatieve activiteiten, zoals muziek, toneel of tekenen",,, ,3, ,4, ,7, ,3, ,1,hoeft niet perse leuk te zijn; kinderen moeten wel gelukkig zijn; veiligheid in en om hun huis; presteren naar hun capaciteit; geen keurslijf vanaf je vroegste jeugd,3, ,,,,,,Kinderen gaan gewoon nog naar school,, ,4, ,Sociale competenties en vaardigheden,,,,Hun passie en zelfontplooiing,,, ,7,hier is niet 1 antwoord; ouders en leerkracht kennen en luisteren naar het kind,4, ,5,afhankelijk leeftijd: lagere school niveaus meer mixed;  voortgezet onderwijs meer gelijk niveau,5, ,1, ,1,geen mega-grote scholen; de menselijke maat is juist voor kinderen zeer belangrijk voor een veilige en productieve leeromgeving; voldoende lichamelijke vorming en sport,,,,,,,, , , ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , ,1, , , , , ,,,,,,,, ,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , 
1187,1861,2,3027GC,4.441108222,51.91724386,,1949,,,,, ,,,, , ,23/01/2017 22:33,1, ,,,,,"Meer buitenruimte: parken, speelpleinen",Meer mobiliteit: openbaar vervoer en fietsenstallingen,, ,,Ik ga bewust naar kleine winkels in de buurt,,,Ik maak/produceer zoveel mogelijk zelf en koop zo weinig mogelijk,Ik bestel direct bij de producent,, ,3, ,,"Verzorging door vrijwilligers, familie of vrienden",,,,Met een groep zorg zelf inkopen en delen,, ,,Duurzaam gebouwde woningen,Flexibele woningen die je beter kan aanpassen,Meer variatie aan woningen door zelfbouw en minder regels,,,, ,7,samen met derden een groter huis bewonen met gemeenschappelijke zorg,3, ,2, , ,Empty,,,,,,,, , , , , ,Vrijwilligerswerk,,,,,,Reizen en de wereld verkennen, ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,Meer parken en speelpleintjes in de buurt,,,,,Meer plekken waar ze creatieve talenten kunnen ontwikkelen,, ,,,Op school / opvang,,,,Op straat en in de buurt, ,5, ,4, ,,,,Meer buiten spelen,"Meer creatieve activiteiten, zoals muziek, toneel of tekenen",,, ,1, ,4, ,3, ,3, , , ,3, ,,,,,,Kinderen gaan gewoon nog naar school,, ,3, ,Sociale competenties en vaardigheden,Internationale oriâˆ_Â´ntatie en talenkennis,,,,,, ,6, ,5, ,4, ,2, ,1, ,1, ,,Rotterdammer,,,,,, ,3, ,,"Theaters, musea",,,,Thuis,, ,,,,Vrijwilligers: buurtvaders en -moeders,Preventie: jeugdcoaches en voorlichting,,, ,,,,Algemeen nut: vrijwilligerswerk,Zichzelf: lekker genieten,,, ,,,,"Voor wetenschappers, creatieven en kunstenaars, die maken de stad mooier","Voor studenten en jongeren, dat is de toekomst",,, ,1, ,1, ,4, , , ,,,,,,,, ,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , , , , , ,,Kleine dingen die je minder vaak nodig hebt zoals gereedschap,Digitale diensten zoals internet en streaming diensten,"Dure (huishoudelijke) apparatuur, bijv. een wasmachine","Vervoersmiddelen zoals auto's, scooters en fietsen",(Woon-)ruimte (voor gasten of een feestje),, ,,,,Ik investeer in duurzame energie,,,, ,4, ,4, ,"Minder consumeren, minder nieuw kopen",Mijn spullen langer blijven gebruiken,Mijn spullen delen met anderen,Meehelpen met het opruimen van zwerfafval,Alleen nog duurzaam geproduceerde producten kopen,,, ,4, ,2, ,,,,Openbaar vervoer,,,, ,Verbod op vervuilers als vrachtverkeer en cruiseschepen,,Subsidie voor duurzame energie thuis,Overheid investeert in duurzame energie,,,, ,1,"Goede, natuurlijk aangelegde buitenspeelruimtes voor grote en kleine  kinderen"
1199,1523,1,3023SK,4.447358437,51.91330676,,1950,,,,,5,,1,,"spreiding woon werkverkeer, gezonde economie door grote verscheidenheid in bevolking, goede scholen, veiligheid.","De provincie Zuid holland opsplitsen in noord en zuid, Rijnmond en groene hart.",23/01/2017 23:22,1,10/2/2017 21:52,,,,,"Meer buitenruimte: parken, speelpleinen",,, ,In grote supermarkten en winkelketens,Ik ga bewust naar kleine winkels in de buurt,Ik bestel alles via internet en laat het bezorgen,,,,, ,2, ,,,,Met robots en zorg op afstand thuis,,Met een groep zorg zelf inkopen en delen,, ,Woningen bereikbaar voor mensen met een kleine beurs,Duurzaam gebouwde woningen,,Meer variatie aan woningen door zelfbouw en minder regels,,,, ,7,goedkope koopwoning,4, ,2, ,1,groener en rustiger.,Vanuit huis,,,,,,, ,4, ,3, ,Vrijwilligerswerk,,Mijn hobbies,,,,, ,,,,Ik werk zelfstandig voor verschillende opdrachtgevers,,,, ,,,,"Ik verbeter mijn \soft skills\"", bv. sociale vaardigheden""","Learning by doing, ik leer het meest in de praktijk",,, ,2, ,5, ,,Verzekering voor als ik ziek word en niet meer kan werken,Mijn eigen werkplek,Mijn werktijden,,,, ,3, ,1,betere platforms voor ZZP'ers om aan werk te komen en een vangnet als dit even niet lukt,,,,,"Meer afgesloten, veilige binnenspeeltuinen",Meer plekken waar ze creatieve talenten kunnen ontwikkelen,, ,,,,Online,Thuis,,, ,7,"Hiervoor geschikte beveiuligingsprogramma's, voor kinderen niet zomaar te dwarsbomen.",3, ,Meer sport en bewegen,Meer leren en studeren,,,"Meer creatieve activiteiten, zoals muziek, toneel of tekenen",,, ,3, ,4, ,3, ,4, ,1,goede opleidingen en speelplekken.,2, ,,,Er zijn online lesprogramma's,,,Kinderen gaan gewoon nog naar school,, ,4, ,,Internationale oriâˆ_Â´ntatie en talenkennis,,Creativiteit en kritisch denken,,,, ,6, ,4, ,3, ,4, ,2, ,1,Meer pas per persoon en een tempo geschikt voor kennis en kunde van de leerling.,,Rotterdammer,,,Wereldburger,,, ,5, ,Cafâˆ_Â©'s en restaurants,,,Bij verenigingen of clubs,,,, ,,,,Vrijwilligers: buurtvaders en -moeders,Preventie: jeugdcoaches en voorlichting,,, ,,,Onderwijs: vakkennis overdragen aan leerlingen,,,Elkaar: zorg voor andere ouderen,, ,,"Voor bedrijven, die zorgen voor werkgelegenheid",,"Voor wetenschappers, creatieven en kunstenaars, die maken de stad mooier",,,, ,4, ,7, ,2, ,1,"Een woningbeleid passend voor iedereen, zowel arm als rijk en een zo veilig en schoon mogelijke stad.",,"Dat moet altijd, om werk van de computer te controleren",,,,"Ja, voornamelijk via een online video-consult.",, ,,Denk het niet,,,, ,,,Ik doe klusjes en boodschappen voor oudere buren,Ik doe vrijwilligerswerk bij een zorginstelling,,,, ,,,,Controle: door verplichte periodieke gezondheidschecks,Ontmoediging: ongezond gedrag belasten,,, ,Mijn familie,"Mijn huisarts, ziekenhuis",,,,Ikzelf,, ,Kinderen vroeg stimuleren om te sporten,,,,,"Meer fietspaden, trappen en minder liften, roltrappen",, ,2, ,2, ,3, ,1,"meer preventie, gezondheids-apk check voor ouderen",,,Digitale diensten zoals internet en streaming diensten,,"Vervoersmiddelen zoals auto's, scooters en fietsen",,, ,,,,Ik investeer in duurzame energie,Ik ga zelf energie opwekken met bijvoorbeeld zonnecellen,,, ,2, ,3, ,"Minder consumeren, minder nieuw kopen",Mijn spullen langer blijven gebruiken,Mijn spullen delen met anderen,,,,, ,1, ,4, ,,Een deelauto,Een (electrische) fiets of scooter,,,,, ,,,Subsidie voor duurzame energie thuis,Overheid investeert in duurzame energie,"Verbod op open haard, buitenbarbecue etc.",,, ,1,"stad schoonhouden, niet vervuilend verkeer."
1231,1368,1,3022ML,4.450963096,51.92140726,37,1980,4,5,1, , , ,,1, , ,24/01/2017 06:45,1,24/01/2017 06:56,"Meer cultuur en gezelligheid: bibliotheek, theater, horeca",,,,,,, ,,Ik ga bewust naar kleine winkels in de buurt,,,,,, ,2, ,,,,,,Met een groep zorg zelf inkopen en delen,, ,,,,Meer variatie aan woningen door zelfbouw en minder regels,,,"Anders, namelijkâ€_Ã„Â¶", ,5, ,6, ,3, ,1,Uitbreiding metronet,,,,"Op een flexibele werkplek, die ik deel met anderen",,,, ,4, ,4, ,,,,,,,Reizen en de wereld verkennen, ,,,,Ik werk zelfstandig voor verschillende opdrachtgevers,,,, ,,,,,"Learning by doing, ik leer het meest in de praktijk",,, ,3, ,6, ,,,,Mijn werktijden,,,, ,1, ,1, ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , , , , , , , , , ,,,,,,,, , , ,,,,,,,, , , , , , , , , , , , , ,,,,,Wereldburger,,, ,4, ,Cafâˆ_Â©'s en restaurants,,,,,,, ,,,,,Preventie: jeugdcoaches en voorlichting,,, ,,,,,,Elkaar: zorg voor andere ouderen,, ,,"Voor bedrijven, die zorgen voor werkgelegenheid",,,,,, ,4, ,2, ,4, ,1, ,,"Dat moet altijd, om werk van de computer te controleren",,,,,, ,,,Weet ik (nog) niet,,, ,,,Ik doe klusjes en boodschappen voor oudere buren,,,,, ,Iedereen betaalt mee: verzekering wordt duurder,,,,,,, ,,"Mijn huisarts, ziekenhuis",,,,,, ,,,,Bedrijven laten medewerkers sporten onder werktijd,,,, ,3, ,2, ,4, ,1, ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , 
1244,1937,1,3028TS,4.41962531,51.91687802,75,1942, ,5, , , , ,,1, , ,24/01/2017 07:26,1,24/01/2017 07:39,"Meer cultuur en gezelligheid: bibliotheek, theater, horeca",,,,,,, ,,,Ik bestel alles via internet en laat het bezorgen,,,,, ,1, ,Betaalde professionele verzorging thuis,,,,,,, ,,,,,Grotere woningen,,, ,5, ,4, ,3, ,1,Empty,,,,,,,, , , , , ,,,Mijn hobbies,,,,, ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , , , , , , , ,1, ,,,,,,Kinderen gaan gewoon nog naar school,, ,3, ,,,Goed burgerschap,Creativiteit en kritisch denken,,,, ,6, ,3, ,3, ,2, ,1, ,1, ,,,Nederlander,,,,, ,2, ,Cafâˆ_Â©'s en restaurants,"Theaters, musea",,,,,, ,,,,,,,"Anders, namelijkâ€_Ã„Â¶",Goede opvoeding door ouders en school.,,,Onderwijs: vakkennis overdragen aan leerlingen,,,,, ,,,"Voor hoogopgeleiden, die hebben we hard nodig",,"Voor studenten en jongeren, dat is de toekomst",,, ,3, ,1, ,2, ,1, ,,,,,,,, ,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , 
1253,1707,2,3024SV,4.450819185,51.90603155,,1979,,,,, ,,,, , ,24/01/2017 07:50,1, ,,,,,,,, ,,,,,,,, , , ,,,,,,,, ,,,,,,,, , , , , , , , ,Empty,,,,,,,, , , , , ,,Mijn gezin en vrienden,Mijn hobbies,,,,, ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,Betere school-en sportgebouwen,,,"Meer afgesloten, veilige binnenspeeltuinen",,, ,,,Op school / opvang,,Thuis,,, ,2, ,3, ,Meer sport en bewegen,,,,"Meer creatieve activiteiten, zoals muziek, toneel of tekenen",,"Anders, namelijkâ€_Ã„Â¶.","Maatschappelijke projecten die zowel zinvol als leuk zijn. bv, een 3D film vertonen in een rusthuis, bouwen van een website voor de kledingbank, een biologisch festival organiseren in het park, etc....",3, ,4, ,4, ,3, , , ,2, ,,,,,,Kinderen gaan gewoon nog naar school,, ,3, ,,,Goed burgerschap,Creativiteit en kritisch denken,,,, ,7,Liefst een combinatie van bovenstaande... al die losse deeltjes bij elkaar geven het meest complete beeld van een kind.,5, ,4, ,1, ,1, , , ,,Rotterdammer,,,,,, ,4, ,Cafâˆ_Â©'s en restaurants,"Theaters, musea",,,,,, ,,,Intensief camaratoezicht en sensoren,,Preventie: jeugdcoaches en voorlichting,,, ,,,Onderwijs: vakkennis overdragen aan leerlingen,Algemeen nut: vrijwilligerswerk,,,, ,,,,"Voor wetenschappers, creatieven en kunstenaars, die maken de stad mooier",,,, ,1, , , ,3, ,1,"Een smeltkroes blijven van alle culturen die er nu ook al is. Niet zoeken naar verschillen, maar juist blij zijn met alle verschillen en alle momenten waarop dit samen gevierd kan worden aangrijpen.",,,,,,,, ,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , , , , , ,,Kleine dingen die je minder vaak nodig hebt zoals gereedschap,,,,,, ,,Ik probeer mijn energieverbruik  zo veel mogelijk te verminderen,,,,,, ,5,Alle bovenstaande samen...,4, ,"Minder consumeren, minder nieuw kopen",Mijn spullen langer blijven gebruiken,Mijn spullen delen met anderen,Meehelpen met het opruimen van zwerfafval,Alleen nog duurzaam geproduceerde producten kopen,"Anders, namelijkâ€_Ã„Â¶.",,"Goede mogelijkheden voor het recycleren of doorgeven van spullen die je niet meer nodig hebt,",,,,,,,,,,,,,,,,,,,,,,
1257,1676,1,3024EZ,4.458929936,51.90304483,40,1977, ,5, , , , ,,1, , ,24/01/2017 08:02,0, ,,,,,,,, ,,,,,,,, , , ,,,,,,,, ,,,,,,,, ,5, ,7,Een wooncomplex in een veilige buurt met mensen uit verschillende culturen die net als ik houden van een stadse omgeving lijkt me wel wat.,3, , ,Empty,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , , , , , , , , , ,,,,,,,, , , ,,,,,,,, , , , , , , , , , , , , ,,,,,,,, , , ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , ,6,"Hier slechts Ã©Ã©n antwoord kunnen kiezen doet geen recht aan de ontwikkelingen die plaatsvinden in de relatie tussen burger, bedrijfsleven en overheid. Het idee dat 1 partij de beslissingen zou moeten nemen is reeds nu al achterhaald laat staan in 2037.", , , , ,,,,,,,, ,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , 
